obs,col_direction,cpd,Y_test,bkg_type,c_base,Y_fg,Y_ambient,Y_sum,c_phys,mean_log_c_phys_meas,median_log_c_phys_meas,std_log_c_phys_meas,iqr_log_c_phys_meas,N_meas
o15,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,55.68973951,65.68973951,0.045669233,-1.177820087,-1.141696488,0.086591453,0.138473798,8
o15,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,160.3789957,170.3789957,0.046954145,-1.09352267,-1.09954327,0.071671515,0.114391398,8
o15,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.820346633,-0.793253933,0.087483866,0.108370798,8
o15,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,13.0101287,23.0101287,0.347672979,-0.418190011,-0.416684861,0.076950037,0.096329599,8
o15,1,2,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,442.710599,542.710599,0.05527808,-1.17616895,-1.18519985,0.055273473,0.060205999,8
o15,1,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,98.01097021,198.0109702,0.404018019,-0.371022015,-0.375537465,0.035509146,0.042144199,8
o15,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,5.793984958,6.793984958,0.044156707,-1.151808079,-1.144282329,0.051263561,0.072247199,8
o15,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,21.42400515,22.42400515,0.035676053,-1.149603502,-1.164655002,0.069246247,0.120411998,8
o15,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.906623649,-0.911139099,0.103469776,0.138473798,8
o15,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.462593117,-0.455067367,0.044095647,0.060205999,8
o15,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,79.9726664,89.9726664,0.03334346,-1.323464039,-1.332494939,0.070137866,0.108370798,8
o15,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,224.7576022,234.7576022,0.034077704,-1.282396231,-1.286911681,0.05861533,0.048164799,8
o15,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,14.0101386,24.0101386,0.124947217,-0.794902614,-0.782861414,0.078300872,0.108370798,8
o15,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.445356334,-0.410737885,0.07406981,0.132453198,8
o15,1,4,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,587.068975,687.068975,0.043663738,-1.278600985,-1.317734884,0.127391439,0.174597397,8
o15,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,108.0110692,208.0110692,0.144223094,-0.768717993,-0.804841592,0.114955852,0.222762197,8
o15,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,112.0111088,212.0111088,0.377338718,-0.396175931,-0.351021431,0.101919248,0.150514998,8
o15,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,1,1.0100099,2.0100099,0.034825699,-1.327152108,-1.301564559,0.078943031,0.126432598,8
o15,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,1,2.0100198,3.0100198,0.033222373,-1.306982255,-1.316013155,0.045397536,0.078267799,8
o15,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,10,14.0101386,24.0101386,0.029154351,-1.426925829,-1.451008228,0.046412762,0.048164799,8
o15,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,10,15.0101485,25.0101485,0.039983769,-1.307807272,-1.313827872,0.030188886,0.0240824,8
o15,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,100,101.0109999,201.0109999,0.034823965,-1.376843685,-1.367812785,0.075266099,0.054185399,8
o15,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,100,104.0110296,204.0110296,0.049016958,-1.282560948,-1.297612448,0.071887937,0.060205999,8
o15,3,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.480654917,-0.515273366,0.078151932,0.078267799,8
o15,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.680367685,-0.684883135,0.076950037,0.054185399,8
o15,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.458902684,-0.440840884,0.062402167,0.096329599,8
o15,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,96.01095041,196.0109504,0.153052674,-0.77903548,-0.760973681,0.079090481,0.114391398,8
o15,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,109.0110791,209.0110791,0.38275483,-0.493841969,-0.501367719,0.046829277,0.030103,8
o16,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,4.805676992,5.805676992,0.05167356,-1.250608015,-1.244587415,0.079872284,0.120411998,8
o16,1,2,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,15.27635002,16.27635002,0.049151069,-1.294920684,-1.278364034,0.066089626,0.096329599,8
o16,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-1.037571697,-1.019509897,0.071671515,0.054185399,8
o16,1,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.634180215,-0.635685365,0.085007192,0.162556198,8
o16,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,55.68973951,65.68973951,0.045669233,-1.399077134,-1.352417485,0.102867472,0.120411998,8
o16,1,2,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,160.3789957,170.3789957,0.046954145,-1.319295167,-1.340367267,0.095628226,0.162556198,8
o16,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.879047482,-0.931727731,0.137958658,0.096329599,8
o16,1,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,13.0101287,23.0101287,0.347672979,-0.440767261,-0.452808461,0.078300872,0.126432598,8
o16,1,2,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,442.710599,542.710599,0.05527808,-1.19423075,-1.197241049,0.07689955,0.114391398,8
o16,1,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,98.01097021,198.0109702,0.404018019,-0.352960215,-0.339413866,0.055343691,0.048164799,8
o16,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,5.793984958,6.793984958,0.044156707,-1.296302477,-1.306838527,0.085007192,0.114391398,8
o16,1,4,1,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,21.42400515,22.42400515,0.035676053,-1.339252399,-1.3031288,0.094154835,0.144494398,8
o16,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,1,2.0100198,3.0100198,0.099667118,-0.956293598,-0.947262698,0.03954524,0.054185399,8
o16,1,4,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.570963916,-0.575479365,0.084640911,0.126432598,8
o16,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,79.9726664,89.9726664,0.03334346,-1.409257588,-1.404742138,0.081651537,0.102350199,8
o16,1,4,10,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,224.7576022,234.7576022,0.034077704,-1.431406079,-1.455488478,0.088718163,0.078267799,8
o16,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,14.0101386,24.0101386,0.124947217,-0.808448964,-0.806943814,0.128635299,0.180617997,8
o16,1,4,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.481479934,-0.464923284,0.061208257,0.096329599,8
o16,1,4,100,margin-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,587.068975,687.068975,0.043663738,-1.355363634,-1.359879083,0.143478434,0.204700397,8
o16,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,108.0110692,208.0110692,0.144223094,-0.840965192,-0.840965192,0.057207015,0.084288399,8
o16,1,4,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,112.0111088,212.0111088,0.377338718,-0.391660481,-0.393165631,0.064663918,0.096329599,8
o16,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,1,1.0100099,2.0100099,0.034825699,-1.440038357,-1.458100156,0.085870846,0.108370798,8
o16,2,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,1,2.0100198,3.0100198,0.033222373,-1.401806704,-1.436425153,0.091688928,0.132453198,8
o16,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,10,14.0101386,24.0101386,0.029154351,-1.557873877,-1.553358427,0.063206059,0.114391398,8
o16,2,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,10,15.0101485,25.0101485,0.039983769,-1.44778622,-1.43423987,0.068852533,0.120411998,8
o16,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.07,100,101.0109999,201.0109999,0.034823965,-1.431029084,-1.434039384,0.093658555,0.096329599,8
o16,2,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.1,100,104.0110296,204.0110296,0.049016958,-1.327715447,-1.351797847,0.083671797,0.126432598,8
o16,3,2,1,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,1,2.0100198,3.0100198,0.265778983,-0.756097363,-0.756097363,0.184644195,0.319091795,8
o16,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,10,12.0101188,22.0101188,0.136300945,-0.829377532,-0.793253933,0.107121249,0.126432598,8
o16,3,2,10,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,10,15.0101485,25.0101485,0.319870152,-0.657582481,-0.657582481,0.076697271,0.102350199,8
o16,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.3,100,96.01095041,196.0109504,0.153052674,-0.873859929,-0.875365079,0.041928627,0.066226599,8
o16,3,2,100,max-flat-normal-bkg-same-bkg-contrast-1-opposite-static,0.8,100,109.0110791,209.0110791,0.38275483,-0.534481019,-0.531470719,0.094319682,0.066226599,8
